id,self_link,title,subtitle,authors,publisher,description,industry_identifier,reading_modes_text,reading_modes_image,page_count,categories,language,image_link,ratings_count,average_rating,sale_country,saleability,is_ebook,list_price_amount,list_price_currency,retail_price_amount,retail_price_currency,buy_link,published_date
vN4hAAAAMAAJ,https://www.googleapis.com/books/v1/volumes/vN4hAAAAMAAJ,"Among the Bantu Nomads","A Record of Forty Years Spent Among the Bechuana, a Numerous & Famous Branch of the Central South African Bantu, with the First Full Description of Their Ancient Customs, Manners & Beliefs","John Tom Brown",,,UOM:39015013266781,0,0,328,"Tswana (African people).",en,http://books.google.com/books/content?id=vN4hAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1926
vnohEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/vnohEAAAQBAJ,"Python for Excel",,"Felix Zumstein",""O'Reilly Media, Inc."","While Excel remains ubiquitous in the business world, recent Microsoft feedback forums are full of requests to include Python as an Excel scripting language. In fact, it's the top feature requested. What makes this combination so compelling? In this hands-on guide, Felix Zumstein--creator of xlwings, a popular open source package for automating Excel with Python--shows experienced Excel users how to integrate these two worlds efficiently. Excel has added quite a few new capabilities over the past couple of years, but its automation language, VBA, stopped evolving a long time ago. Many Excel power users have already adopted Python for daily automation tasks. This guide gets you started. Use Python without extensive programming knowledge Get started with modern tools, including Jupyter notebooks and Visual Studio code Use pandas to acquire, clean, and analyze data and replace typical Excel calculations Automate tedious tasks like consolidation of Excel workbooks and production of Excel reports Use xlwings to build interactive Excel tools that use Python as a calculation engine Connect Excel to databases and CSV files and fetch data from the internet using Python code Use Python as a single tool to replace VBA, Power Query, and Power Pivot",9781492080954,1,1,366,Computers,en,http://books.google.com/books/content?id=vnohEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,3764,INR,3764,INR,https://play.google.com/store/books/details?id=vnohEAAAQBAJ&rdid=book-vnohEAAAQBAJ&rdot=1&source=gbs_api,2021-03-04
VNozDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/VNozDwAAQBAJ,"Serious Python","Black-Belt Advice on Deployment, Scalability, Testing, and More","Julien Danjou","No Starch Press","An indispensable collection of practical tips and real-world advice for tackling common Python problems and taking your code to the next level. Features interviews with high-profile Python developers who share their tips, tricks, best practices, and real-world advice gleaned from years of experience. Sharpen your Python skills as you dive deep into the Python programming language with Serious Python. You'll cover a range of advanced topics like multithreading and memorization, get advice from experts on things like designing APIs and dealing with databases, and learn Python internals to help you gain a deeper understanding of the language itself. Written for developers and experienced programmers, Serious Python brings together over 15 years of Python experience to teach you how to avoid common mistakes, write code more efficiently, and build better programs in less time. As you make your way through the book's extensive tutorials, you'll learn how to start a project and tackle topics like versioning, layouts, coding style, and automated checks. You'll learn how to package your software for distribution, optimize performance, use the right data structures, define functions efficiently, pick the right libraries, build future-proof programs, and optimize your programs down to the bytecode. You'll also learn how to: - Make and use effective decorators and methods, including abstract, static, and class methods - Employ Python for functional programming using generators, pure functions, and functional functions - Extend flake8 to work with the abstract syntax tree (AST) to introduce more sophisticated automatic checks into your programs - Apply dynamic performance analysis to identify bottlenecks in your code - Work with relational databases and effectively manage and stream data with PostgreSQL If you've been looking for a way to take your Python skills from good to great, Serious Python will help you get there. Learn from the experts and get seriously good at Python with Serious Python!",9781593278793,1,0,242,Computers,en,http://books.google.com/books/content?id=VNozDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,2,4,IN,FOR_SALE,1,1972,INR,1972,INR,https://play.google.com/store/books/details?id=VNozDwAAQBAJ&rdid=book-VNozDwAAQBAJ&rdot=1&source=gbs_api,2018-12-31
vO7itAEACAAJ,https://www.googleapis.com/books/v1/volumes/vO7itAEACAAJ,"Python Programming for Intermediates","Learn the Fundamentals of Python in 7 Days","Michael Knapp",,"Do you want to learn Python in an easy and faster way? Start learning Python right Now! Welcome to this training for the Kindle edition of Python for Intermediates. This book is going to go more in depth than the previous beginner's book did in showing you how you can use Python to its fullest advantage. In the beginner's book, you learned some of the basic functions of Python and the various pieces of code that you are going to be able to input into Python so that you can make that function work properly. However, in this book, you are going to learn about other functions and pieces of the code that will work with the functions that you already know. It is here that you are going to be taking another step towards being able to program your own applications, websites, and anything else that you could possibly want to program all with simple blocks of code that you learned from a beginner's book. Do not rush into thinking that you are going to be able to write your own computer application just yet. That is going to require that you get through this book and the next one to get a complete understanding of how Python works. The intermediate level is going to be a level that you may think does not need to be explored because some of it may end up being completely irrelevant to what it is that you are going to do with Python. However, you never know what you are going to find in this book that may just make or break the code that you are completing. So, please do not skip over this book thinking that you are not going to learn something new because I assure you, there is always something new for you to learn even if it is something simple. Here's What You'll Learn From This Python For Intermediates Book: ✓ Chapter 1: Objects in Python ✓ Chapter 2: Object Oriented Programming ✓ Chapter 3: Functions ✓ Chapter 4: Iterator in Python ✓ Chapter 5: Python Generators Start Learning Python Right Now!",1521439559,0,0,71,,en,http://books.google.com/books/content?id=vO7itAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2017-06-06
VP1wDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/VP1wDwAAQBAJ,"Python Reinforcement Learning Projects","Eight hands-on projects exploring reinforcement learning algorithms using TensorFlow","Sean Saito, Yang Wenzhuo, Rajalingappaa Shanmugamani","Packt Publishing Ltd","Implement state-of-the-art deep reinforcement learning algorithms using Python and its powerful libraries Key FeaturesImplement Q-learning and Markov models with Python and OpenAIExplore the power of TensorFlow to build self-learning modelsEight AI projects to gain confidence in building self-trained applicationsBook Description Reinforcement learning is one of the most exciting and rapidly growing fields in machine learning. This is due to the many novel algorithms developed and incredible results published in recent years. In this book, you will learn about the core concepts of RL including Q-learning, policy gradients, Monte Carlo processes, and several deep reinforcement learning algorithms. As you make your way through the book, you'll work on projects with datasets of various modalities including image, text, and video. You will gain experience in several domains, including gaming, image processing, and physical simulations. You'll explore technologies such as TensorFlow and OpenAI Gym to implement deep learning reinforcement learning algorithms that also predict stock prices, generate natural language, and even build other neural networks. By the end of this book, you will have hands-on experience with eight reinforcement learning projects, each addressing different topics and/or algorithms. We hope these practical exercises will provide you with better intuition and insight about the field of reinforcement learning and how to apply its algorithms to various problems in real life. What you will learnTrain and evaluate neural networks built using TensorFlow for RLUse RL algorithms in Python and TensorFlow to solve CartPole balancingCreate deep reinforcement learning algorithms to play Atari gamesDeploy RL algorithms using OpenAI UniverseDevelop an agent to chat with humans Implement basic actor-critic algorithms for continuous controlApply advanced deep RL algorithms to games such as MinecraftAutogenerate an image classifier using RLWho this book is for Python Reinforcement Learning Projects is for data analysts, data scientists, and machine learning professionals, who have working knowledge of machine learning techniques and are looking to build better performing, automated, and optimized deep learning models. Individuals who want to work on self-learning model projects will also find this book useful.",9781788993227,1,1,287,Computers,en,http://books.google.com/books/content?id=VP1wDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,3515,INR,3515,INR,https://play.google.com/store/books/details?id=VP1wDwAAQBAJ&rdid=book-VP1wDwAAQBAJ&rdot=1&source=gbs_api,2018-09-29
VqohAQAAMAAJ,https://www.googleapis.com/books/v1/volumes/VqohAQAAMAAJ,Structure,,,,,UCLA:L0090468414,0,0,1056,Biomolecules,en,http://books.google.com/books/content?id=VqohAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2005
vqTfNFDzzdIC,https://www.googleapis.com/books/v1/volumes/vqTfNFDzzdIC,"Patterns of Enterprise Application Architecture",,"Martin Fowler",Addison-Wesley,"The practice of enterprise application development has benefited from the emergence of many new enabling technologies. Multi-tiered object-oriented platforms, such as Java and .NET, have become commonplace. These new tools and technologies are capable of building powerful applications, but they are not easily implemented. Common failures in enterprise applications often occur because their developers do not understand the architectural lessons that experienced object developers have learned. Patterns of Enterprise Application Architecture is written in direct response to the stiff challenges that face enterprise application developers. The author, noted object-oriented designer Martin Fowler, noticed that despite changes in technology--from Smalltalk to CORBA to Java to .NET--the same basic design ideas can be adapted and applied to solve common problems. With the help of an expert group of contributors, Martin distills over forty recurring solutions into patterns. The result is an indispensable handbook of solutions that are applicable to any enterprise application platform. This book is actually two books in one. The first section is a short tutorial on developing enterprise applications, which you can read from start to finish to understand the scope of the book's lessons. The next section, the bulk of the book, is a detailed reference to the patterns themselves. Each pattern provides usage and implementation information, as well as detailed code examples in Java or C#. The entire book is also richly illustrated with UML diagrams to further explain the concepts. Armed with this book, you will have the knowledge necessary to make important architectural decisions about building an enterprise application and the proven patterns for use when building them. The topics covered include · Dividing an enterprise application into layers · The major approaches to organizing business logic · An in-depth treatment of mapping between objects and relational databases · Using Model-View-Controller to organize a Web presentation · Handling concurrency for data that spans multiple transactions · Designing distributed object interfaces",9780133065213,1,1,558,Computers,en,http://books.google.com/books/content?id=vqTfNFDzzdIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,8,3,IN,FOR_SALE,1,3427,INR,3427,INR,https://play.google.com/store/books/details?id=vqTfNFDzzdIC&rdid=book-vqTfNFDzzdIC&rdot=1&source=gbs_api,2012-03-09
vr05swEACAAJ,https://www.googleapis.com/books/v1/volumes/vr05swEACAAJ,"A Byte of Python",""A Byte of Python" Is a Free Book on Programming Using the Python Language. If All You Know about Computers Is How to Save Text Files, Then This Is the Book for You.","C. H. C H Swaroop, James Zimmerhoff","Createspace Independent Publishing Platform","The programming language Python was conceived in the late 1980s, [1] and its implementation was started in December 1989[2] by Guido van Rossum at CWI in the Netherlands as a successor to the ABC (programming language) capable of exception handling and interfacing with the Amoeba operating system.[3] Van Rossum is Python's principal author, and his continuing central role in deciding the direction of Python is reflected in the title given to him by the Python community, Benevolent Dictator for Life (BDFL).[4][5] Python was named for the BBC TV show Monty Python's Flying Circus.[6] Python 2.0 was released on October 16, 2000, with many major new features, including a cycle-detecting garbage collector (in addition to reference counting) for memory management and support for Unicode. However, the most important change was to the development process itself, with a shift to a more transparent and community-backed process.[7] Python 3.0, a major, backwards-incompatible release, was released on December 3, 2008[8] after a long period of testing. Many of its major features have also been backported to the backwards-compatible Python 2.6 and 2.7.[9] In February 1991, van Rossum published the code (labeled version 0.9.0) to alt.sources.[10] Already present at this stage in development were classes with inheritance, exception handling, functions, and the core datatypes of list, dict, str and so on. Also in this initial release was a module system borrowed from Modula-3; Van Rossum describes the module as "one of Python's major programming units."[1] Python's exception model also resembles Modula-3's, with the addition of an else clause.[3] In 1994 comp.lang.python, the primary discussion forum for Python, was formed, marking a milestone in the growth of Python's userbase.[1] Python reached version 1.0 in January 1994. The major new features included in this release were the functional programming tools lambda, map, filter and reduce. Van Rossum stated that "Python acquired lambda, reduce(), filter() and map(), courtesy of a Lisp hacker who missed them and submitted working patches."[11] The last version released while Van Rossum was at CWI was Python 1.2. In 1995, Van Rossum continued his work on Python at the Corporation for National Research Initiatives (CNRI) in Reston, Virginia whence he released several versions. By version 1.4, Python had acquired several new features. Notable among these are the Modula-3 inspired keyword arguments (which are also similar to Common Lisp's keyword arguments) and built-in support for complex numbers. Also included is a basic form of data hiding by name mangling, though this is easily bypassed.[12] During Van Rossum's stay at CNRI, he launched the Computer Programming for Everybody (CP4E) initiative, intending to make programming more accessible to more people, with a basic "literacy" in programming languages, similar to the basic English literacy and mathematics skills required by most employers. Python served a central role in this: because of its focus on clean syntax, it was already suitable, and CP4E's goals bore similarities to its predecessor, ABC. The project was funded by DARPA.[13] As of 2007, the CP4E project is inactive, and while Python attempts to be easily learnable and not too arcane in its syntax and semantics, reaching out to non-programmers is not an active concern.[14] Here are what people are saying about the book: This is the best beginner's tutorial I've ever seen! Thank you for your effort. -- Walt Michalik The best thing i found was "A Byte of Python," which is simply a brilliant book for a beginner. It's well written, the concepts are well explained with self evident examples. -- Joshua Robin Excellent gentle introduction to programming #Python for beginners -- Shan Rajasekaran Best newbie guide to python -- Nickson Kaigi start to love python with every single page read -- Herbert Feutl perfect beginners guide for python, will give u key to unlock magical world of python",1977878490,0,0,162,,en,http://books.google.com/books/content?id=vr05swEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2017-10-02
VS-5k0aeKGUC,https://www.googleapis.com/books/v1/volumes/VS-5k0aeKGUC,"The Century Dictionary: The Century dictionary",,,,,WISC:89120027974,0,1,894,Atlases,en,http://books.google.com/books/content?id=VS-5k0aeKGUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FREE,1,0,,0,,https://play.google.com/store/books/details?id=VS-5k0aeKGUC&rdid=book-VS-5k0aeKGUC&rdot=1&source=gbs_api,1895
vuO3mgEACAAJ,https://www.googleapis.com/books/v1/volumes/vuO3mgEACAAJ,"Introduction to Algorithms",,,,"This book covers a broad range of algorithms in depth, yet makes their design and analysis accessible to all levels of readers. Each chapter is relatively self-contained and can be used as a unit of study. The algorithms are described in English and in a pseudocode designed to be readable by anyone who has done a little programming. The explanations have been kept elementary without sacrificing depth of coverage or mathematical rigor. The first edition became the standard reference for professionals and a widely used text in universities worldwide. The second edition features new chapters on the role of algorithms, probabilistic analysis and randomized algorithms, and linear programming, as well as extensive revisions to virtually every section of the book. (Midwest).",0072968745,0,0,1180,"Computer algorithms",en,,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2004
VW3WDQAAQBAJ,https://www.googleapis.com/books/v1/volumes/VW3WDQAAQBAJ,"Python: Journey from Novice to Expert",,"Fabrizio Romano, Dusty Phillips, Rick van Hattem","Packt Publishing Ltd","Learn core concepts of Python and unleash its power to script highest quality Python programs About This Book Develop a strong set of programming skills with Pyhton that you will be able to express in any situation, on every platform, thanks to Python's portability Stop writing scripts and start architecting programs by applying object-oriented programming techniques in Python Learn the trickier aspects of Python and put it in a structured context for deeper understanding of the language Who This Book Is For This course is meant for programmers who wants to learn Python programming from a basic to an expert level. The course is mostly self-contained and introduces Python programming to a new reader and can help him become an expert in this trade. What You Will Learn Get Python up and running on Windows, Mac, and Linux in no time Grasp the fundamental concepts of coding, along with the basics of data structures and control flow Understand when to use the functional or the object-oriented programming approach Extend class functionality using inheritance Exploit object-oriented programming in key Python technologies, such as Kivy and Django Understand how and when to use the functional programming paradigm Use the multiprocessing library, not just locally but also across multiple machines In Detail Python is a dynamic and powerful programming language, having its application in a wide range of domains. It has an easy-to-use, simple syntax, and a powerful library, which includes hundreds of modules to provide routines for a wide range of applications, thus making it a popular language among programing enthusiasts.This course will take you on a journey from basic programming practices to high-end tools and techniques giving you an edge over your peers. It follows an interesting learning path, divided into three modules. As you complete each one, you'll have gained key skills and get ready for the material in the next module.The first module will begin with exploring all the essentials of Python programming in an easy-to-understand way. This will lay a good foundation for those who are interested in digging deeper. It has a practical and example-oriented approach through which both the introductory and the advanced topics are explained. Starting with the fundamentals of programming and Python, it ends by exploring topics, like GUIs, web apps, and data science.In the second module you will learn about object oriented programming techniques in Python. Starting with a detailed analysis of object-oriented technique and design, you will use the Python programming language to clearly grasp key concepts from the object-oriented paradigm. This module fully explains classes, data encapsulation, inheritance, polymorphism, abstraction, and exceptions with an emphasis on when you can use each principle to develop well-designed software.With a good foundation of Python you will move onto the third module which is a comprehensive tutorial covering advanced features of the Python language. Start by creating a project-specific environment using venv. This will introduce you to various Pythonic syntax and common pitfalls before moving onto functional features and advanced concepts, thereby gaining an expert level knowledge in programming and teaching how to script highest quality Python programs. Style and approach This course follows a theory-cum-practical approach having all the ingredients that will help you jump into the field of Python programming as a novice and grow-up as an expert. The aim is to create a smooth learning path that will teach you how to get started with Python and carry out expert-level programming techniques at the end of course.",9781787122567,1,1,1311,Computers,en,http://books.google.com/books/content?id=VW3WDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,2215,INR,2215,INR,https://play.google.com/store/books/details?id=VW3WDQAAQBAJ&rdid=book-VW3WDQAAQBAJ&rdot=1&source=gbs_api,2016-08-31
VWrOwQEACAAJ,https://www.googleapis.com/books/v1/volumes/VWrOwQEACAAJ,"Data Science with Python",,"Rohan Chopra, Aaron England, Mohamed Noordeen Alaudeen",,,1838552863,0,0,426,Computers,en,http://books.google.com/books/content?id=VWrOwQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2019-07-09
W_kHAQAAMAAJ,https://www.googleapis.com/books/v1/volumes/W_kHAQAAMAAJ,"Film Writers Guide",,"Susan Avallone",,,IND:30000026230817,0,0,572,"Motion picture industry",en,http://books.google.com/books/content?id=W_kHAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1995
w1v6DwAAQBAJ,https://www.googleapis.com/books/v1/volumes/w1v6DwAAQBAJ,"Python Crash Course, 2nd Edition","A Hands-On, Project-Based Introduction to Programming","Eric Matthes","No Starch Press","The best-selling Python book in the world, with over 1 million copies sold! A fast-paced, no-nonsense, updated guide to programming in Python. If you've been thinking about learning how to code or picking up Python, this internationally bestselling guide to the most popular programming language is your quickest, easiest way to get started and go! Even if you have no experience whatsoever, Python Crash Course, 2nd Edition, will have you writing programs, solving problems, building computer games, and creating data visualizations in no time. You’ll begin with basic concepts like variables, lists, classes, and loops—with the help of fun skill-strengthening exercises for every topic—then move on to making interactive programs and best practices for testing your code. Later chapters put your new knowledge into play with three cool projects: a 2D Space Invaders-style arcade game, a set of responsive data visualizations you’ll build with Python's handy libraries (Pygame, Matplotlib, Plotly, Django), and a customized web app you can deploy online. Why wait any longer? Start your engine and code!",9781593279288,0,0,546,Computers,en,http://books.google.com/books/content?id=w1v6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1,5,IN,NOT_FOR_SALE,0,0,,0,,,2019-05-03
W5o50AEACAAJ,https://www.googleapis.com/books/v1/volumes/W5o50AEACAAJ,"C and Python Applications","Embedding Python Code in C Programs, SQL Methods, and Python Sockets","Philip Joyce",,"Solve problems by embedding Python code in a C programs, SQL methods, Python sockets. This book uses rudimentary mathematics and basic programming to create practical Python applications for embedding. You'll start with an introduction to C and Python, assuming a fundamental understanding of what programming is. You will also review the basics of the database management language, SQL. You will learn how to use SQL from a C program and from a Python program. C and Python have different programming strengths, and you will learn how to write a Python program embedded within a C program to profit from the strength of each, in one program. Finally, you will explore how socket programs enable two computers to communicate with each other. Here the book covers basic server-client, basic threaded, and basic chat programs. You will: Review basic Python and C coding Understand the methods of embedding Python code within a C program Create typical programs in Python and C using SDK Work with socket applications in Python.",1484284704,0,0,0,,en,,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2022
W6eACwAAQBAJ,https://www.googleapis.com/books/v1/volumes/W6eACwAAQBAJ,"Mobile Forensic Investigations: A Guide to Evidence Collection, Analysis, and Presentation",,"Lee Reiber","McGraw Hill Professional","This in-depth guide reveals the art of mobile forensics investigation with comprehensive coverage of the entire mobile forensics investigation lifecycle, from evidence collection through advanced data analysis to reporting and presenting findings. Mobile Forensics Investigation: A Guide to Evidence Collection, Analysis, and Presentation leads examiners through the mobile forensics investigation process, from isolation and seizure of devices, to evidence extraction and analysis, and finally through the process of documenting and presenting findings. This book gives you not only the knowledge of how to use mobile forensics tools but also the understanding of how and what these tools are doing, enabling you to present your findings and your processes in a court of law. This holistic approach to mobile forensics, featuring the technical alongside the legal aspects of the investigation process, sets this book apart from the competition. This timely guide is a much-needed resource in today’s mobile computing landscape. Notes offer personal insights from the author's years in law enforcement Tips highlight useful mobile forensics software applications, including open source applications that anyone can use free of charge Case studies document actual cases taken from submissions to the author's podcast series Photographs demonstrate proper legal protocols, including seizure and storage of devices, and screenshots showcase mobile forensics software at work Provides you with a holistic understanding of mobile forensics",9780071843645,1,1,481,Computers,en,http://books.google.com/books/content?id=W6eACwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,5357,INR,5357,INR,https://play.google.com/store/books/details?id=W6eACwAAQBAJ&rdid=book-W6eACwAAQBAJ&rdot=1&source=gbs_api,2015-11-22
w7htEAAAQBAJ,https://www.googleapis.com/books/v1/volumes/w7htEAAAQBAJ,"An Introduction to Python Programming for Scientists and Engineers",,"Johnny Wei-Bing Lin, Hannah Aizenman, Erin Manette Cartas Espinel, Kim Gunnerson, Joanne Liu","Cambridge University Press","Textbook that uses examples and Jupyter notebooks from across the sciences and engineering to teach Python programming.",9781108701129,0,1,767,Computers,en,http://books.google.com/books/content?id=w7htEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2022-07-07
w84wDgAAQBAJ,https://www.googleapis.com/books/v1/volumes/w84wDgAAQBAJ,"Introduction to Data Science","A Python Approach to Concepts, Techniques and Applications","Laura Igual, Santi Seguí",Springer,"This accessible and classroom-tested textbook/reference presents an introduction to the fundamentals of the emerging and interdisciplinary field of data science. The coverage spans key concepts adopted from statistics and machine learning, useful techniques for graph analysis and parallel programming, and the practical application of data science for such tasks as building recommender systems or performing sentiment analysis. Topics and features: provides numerous practical case studies using real-world data throughout the book; supports understanding through hands-on experience of solving data science problems using Python; describes techniques and tools for statistical analysis, machine learning, graph analysis, and parallel programming; reviews a range of applications of data science, including recommender systems and sentiment analysis of text data; provides supplementary code resources and data at an associated website.",9783319500171,1,1,227,Computers,en,http://books.google.com/books/content?id=w84wDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,3788,INR,3788,INR,https://play.google.com/store/books/details?id=w84wDgAAQBAJ&rdid=book-w84wDgAAQBAJ&rdot=1&source=gbs_api,2017-02-22
w91aNQAACAAJ,https://www.googleapis.com/books/v1/volumes/w91aNQAACAAJ,"Financial Modelling in Python",,"Shayne Fletcher, Christopher Gardner",Wiley,""Fletcher and Gardner have created a comprehensive resource that will be of interest not only to those working in the field of finance, but also to those using numerical methods in other fields such as engineering, physics, and actuarial mathematics. By showing how to combine the high-level elegance, accessibility, and flexibility of Python, with the low-level computational efficiency of C++, in the context of interesting financial modeling problems, they have provided an implementation template which will be useful to others seeking to jointly optimize the use of computational and human resources. They document all the necessary technical details required in order to make external numerical libraries available from within Python, and they contribute a useful library of their own, which will significantly reduce the start-up costs involved in building financial models. This book is a must read for all those with a need to apply numerical methods in the valuation of financial claims." –David Louton, Professor of Finance, Bryant University This book is directed at both industry practitioners and students interested in designing a pricing and risk management framework for financial derivatives using the Python programming language. It is a practical book complete with working, tested code that guides the reader through the process of building a flexible, extensible pricing framework in Python. The pricing frameworks' loosely coupled fundamental components have been designed to facilitate the quick development of new models. Concrete applications to real-world pricing problems are also provided. Topics are introduced gradually, each building on the last. They include basic mathematical algorithms, common algorithms from numerical analysis, trade, market and event data model representations, lattice and simulation based pricing, and model development. The mathematics presented is kept simple and to the point. The book also provides a host of information on practical technical topics such as C++/Python hybrid development (embedding and extending) and techniques for integrating Python based programs with Microsoft Excel.",0470987847,0,0,244,"Business & Economics",en,http://books.google.com/books/content?id=w91aNQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2009-08-03
Wa42AQAAMAAJ,https://www.googleapis.com/books/v1/volumes/Wa42AQAAMAAJ,"Littell's Living Age",,,,,CHI:55226910,0,1,844,Literature,en,http://books.google.com/books/content?id=Wa42AQAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FREE,1,0,,0,,https://play.google.com/store/books/details?id=Wa42AQAAMAAJ&rdid=book-Wa42AQAAMAAJ&rdot=1&source=gbs_api,1889
waK1zwEACAAJ,https://www.googleapis.com/books/v1/volumes/waK1zwEACAAJ,"PYTHON FOR DATA SCIENCE FOR DUMMIES.",,"LUCA AND JOHN PAUL MUELLER. MASSARON",,,OCLC:1368217090,0,0,0,,en,,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2013
wCP3DwAAQBAJ,https://www.googleapis.com/books/v1/volumes/wCP3DwAAQBAJ,"Big Data Analytics","2 Manuscripts - Data Analytics With Python And Natural Language Processing With Python","Frank Millstein","Frank Millstein","Big Data Analytics - 2 BOOK BUNDLE!! Data Analytics With Python Data is the foundation of this digital age that we live in. With this book, you are going to learn how to organize and analyze data and how to interpret vast sources of information. This book covers various topics on data analytics such as data analytics applications, data analytics process, using Python for data analytics, Python libraries for data analytics and many other that will help you kick-start your data analytics journey from the very beginning. In this book you are going to learn how to use Python its tools in order to interpret data and examine those interesting data trends and information, which are important in predicting the future. Whether you are dealing with some medical data, sales data, web page data, you can use Python in order to interpret data, analyze it and obtain this valuable information. You can also use this data for creating data analytics models and predictions. Here Is A Brief Preview of What You’ll Learn In This Book… Data analytics applications Data analytics process How to install and run Python Python data structures and Python libraries Python conditional construct and iteration Data exploration using Pandas Pandas series and dataframes Data munging and distribution analysis Carrying out binary operations Data manipulation and categorical variable analysis How to build a predictive model And of course much, much more! Natural Language Processing With Python This book is a perfect beginner's guide to natural language processing. It is offering an easy to understand guide to implementing NLP techniques using Python. Natural language processing has been around for more than fifty years, but just recently with greater amounts of data present and better computational powers, it has gained a greater popularity. Given the importance of data, there is no wonder why natural language processing is on the rise. If you are interested in learning more, this book will serve as your best companion on this journey introducing you to this challenging, yet extremely engaging world of automatic manipulation of our human language. It covers all the basics you need to know before you dive deeper into NLP and solving more complex NLP tasks in Python. Here Is a Preview of What You’ll Learn Here… The main challenges of natural language processing The history of natural language processing How natural langauge processing actually works The main natural language processing applications Text preprocessing and noise removal Feature engineering and syntactic parsing Part of speech tagging and named entity extraction Topic modeling and word embedding Text classification problems Working with text data using NLTK Text summarization and sentiment analysis And much, much more... Get this book bundle NOW and SAVE money!",,1,1,253,Computers,en,http://books.google.com/books/content?id=wCP3DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,495,INR,347,INR,https://play.google.com/store/books/details?id=wCP3DwAAQBAJ&rdid=book-wCP3DwAAQBAJ&rdot=1&source=gbs_api,2020-08-14
Wd_PJ2y68uIC,https://www.googleapis.com/books/v1/volumes/Wd_PJ2y68uIC,"Python for Kids","A Playful Introduction To Programming","Jason R. Briggs","No Starch Press","Python is a powerful, expressive programming language that’s easy to learn and fun to use! But books about learning to program in Python can be kind of dull, gray, and boring, and that’s no fun for anyone. Python for Kids brings Python to life and brings you (and your parents) into the world of programming. The ever-patient Jason R. Briggs will guide you through the basics as you experiment with unique (and often hilarious) example programs that feature ravenous monsters, secret agents, thieving ravens, and more. New terms are defined; code is colored, dissected, and explained; and quirky, full-color illustrations keep things on the lighter side. Chapters end with programming puzzles designed to stretch your brain and strengthen your understanding. By the end of the book you’ll have programmed two complete games: a clone of the famous Pong and "Mr. Stick Man Races for the Exit"—a platform game with jumps, animation, and much more. As you strike out on your programming adventure, you’ll learn how to: –Use fundamental data structures like lists, tuples, and maps –Organize and reuse your code with functions and modules –Use control structures like loops and conditional statements –Draw shapes and patterns with Python’s turtle module –Create games, animations, and other graphical wonders with tkinter Why should serious adults have all the fun? Python for Kids is your ticket into the amazing world of computer programming. For kids ages 10+ (and their parents) The code in this book runs on almost anything: Windows, Mac, Linux, even an OLPC laptop or Raspberry Pi!",9781593274948,1,1,348,Computers,en,http://books.google.com/books/content?id=Wd_PJ2y68uIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1,5,IN,NOT_FOR_SALE,0,0,,0,,,2012-12-12
